iter	Logloss
186	0.06854069366
187	0.06829916234
188	0.06780247174
189	0.06758378607
190	0.06730415032
191	0.06710915406
192	0.06676558314
193	0.06651812415
194	0.06607295323
195	0.0657666217
196	0.06539766673
197	0.06506480958
198	0.06461000974
199	0.06428542013
200	0.06413109506
201	0.06374588155
202	0.06337329623
203	0.06299710185
204	0.0629094489
205	0.06274307705
206	0.06229565844
207	0.06213075432
208	0.06181278725
209	0.06146547963
210	0.06113707532
211	0.0610144094
212	0.06077438128
213	0.06052367483
214	0.06012355705
215	0.05984943773
216	0.05951045437
217	0.05919646153
218	0.0590033868
219	0.05875359149
220	0.05835916384
221	0.05819369603
222	0.05809009297
223	0.05783129625
224	0.05762947182
225	0.05729724572
226	0.05721507374
227	0.05690707239
228	0.05676589313
229	0.05666399179
230	0.05626952161
231	0.05602433868
232	0.05574117185
233	0.0554954855
234	0.05531758801
235	0.05497667958
236	0.05475042478
237	0.05462661374
238	0.05449231584
239	0.05422399301
240	0.05391661917
241	0.0536174916
242	0.05339147788
243	0.05320111881
244	0.05285458051
245	0.05256659213
246	0.05229497576
247	0.05214769867
248	0.05178846125
249	0.05152577538
250	0.05129858818
251	0.05105936483
252	0.05071828977
253	0.05049152091
254	0.05026670903
255	0.05006643387
256	0.04995112437
257	0.04975797164
258	0.04945339855
259	0.04927469275
260	0.0489839178
261	0.04879441314
262	0.04850015321
263	0.04840865011
264	0.04826035907
265	0.04791015143
266	0.04778387999
267	0.04772606747
268	0.04754968381
269	0.04736437319
270	0.04725867133
271	0.04714674046
272	0.04692488887
273	0.04666768751
274	0.04645525567
275	0.04627908118
276	0.04609405064
277	0.04578489353
278	0.04551560639
279	0.0454082879
280	0.04525223629
281	0.04519405152
282	0.04505861204
283	0.04480811123
284	0.04451161069
285	0.04430863051
286	0.04408626485
287	0.04399945922
288	0.0437037351
289	0.043641686
290	0.04341486396
291	0.04318937139
292	0.04299840963
293	0.04276584072
294	0.04266793489
295	0.0424410703
296	0.04225542288
297	0.0421675714
298	0.04199623618
299	0.04183802197
300	0.04168428187
301	0.04147654041
302	0.04137444053
303	0.04133176272
304	0.04109631506
305	0.04093479312
306	0.04071100582
307	0.04049489755
308	0.0404207733
309	0.04013395487
310	0.03998335232
311	0.03981716482
312	0.03976753121
313	0.03959958881
314	0.03937331983
315	0.03917638077
316	0.03912085494
317	0.0390368217
318	0.03897444289
319	0.0388298141
320	0.03857222277
321	0.03844914206
322	0.038222671
323	0.0380158903
324	0.03784405875
325	0.03769854719
326	0.037518675
327	0.0372967915
328	0.03711001315
329	0.03700971781
330	0.03682927128
331	0.0366589961
332	0.0364826018
333	0.036328532
334	0.03619020313
335	0.03606940911
336	0.03600334323
337	0.03597370843
338	0.0359166865
339	0.03582263081
340	0.0356501753
341	0.03555420163
342	0.03543800581
343	0.03531480101
344	0.03519819394
345	0.03500343167
346	0.0347992461
347	0.03464514438
348	0.03452115254
349	0.03428305303
350	0.03416414509
351	0.03398581508
352	0.03387858522
353	0.03372641212
354	0.03358900148
355	0.03347055088
356	0.03336590196
357	0.0331979312
358	0.03304834259
359	0.0330068879
360	0.03291812528
361	0.03271319521
362	0.03267314443
363	0.03254231733
364	0.03242264716
365	0.03229817671
366	0.03223145496
367	0.03210833525
368	0.03200314745
369	0.03187746098
370	0.03183737829
371	0.03167455879
372	0.03153259249
373	0.03145598656
374	0.0313870313
375	0.03128255256
376	0.03124953203
377	0.03115188854
378	0.03110200676
379	0.03099913402
380	0.03085912116
381	0.03069188072
382	0.03060245159
383	0.03042942529
384	0.03028879201
385	0.03024569586
386	0.03010724291
387	0.0299950036
388	0.02981545048
389	0.02968521544
390	0.02955354988
391	0.02946544668
392	0.02937080426
393	0.02928229867
394	0.02922174035
395	0.0291124436
396	0.02905652957
397	0.02891973935
398	0.02888536985
399	0.02883232039
400	0.02876868833
401	0.02861257645
402	0.02851030995
403	0.0284083962
404	0.02827360373
405	0.02813561344
406	0.0280562883
407	0.02795098883
408	0.02791016518
409	0.02781463113
410	0.02766454619
411	0.02751880951
412	0.02738562836
413	0.02735684264
414	0.02732661931
415	0.02719839444
416	0.02708387375
417	0.02700640987
418	0.02686473074
419	0.02670962748
420	0.02662385352
421	0.02652327456
422	0.02642843537
423	0.02634457939
424	0.02632504148
425	0.02619333338
426	0.0260663582
427	0.02595536505
428	0.02591752829
429	0.02584125739
430	0.02570846799
431	0.02558597402
432	0.02551667486
433	0.02547182204
434	0.0254458158
435	0.02532790762
436	0.02523686717
437	0.02515065714
438	0.02501824886
439	0.02500345627
440	0.02491621634
441	0.02481080165
442	0.02467962534
443	0.02455588699
444	0.02446982586
445	0.0244084539
446	0.02436509363
447	0.02422059602
448	0.02408624848
449	0.02399823923
450	0.02389065838
451	0.02380580264
452	0.02370966411
453	0.023655154
454	0.02361088792
455	0.02358048379
456	0.02352110427
457	0.02343801583
458	0.02341731685
459	0.02332894421
460	0.02320258945
461	0.02310160456
462	0.02299684574
463	0.02291812861
464	0.0228082664
465	0.0227287179
466	0.02265560405
467	0.02258250261
468	0.02249665243
469	0.02238845825
470	0.02231828342
471	0.02219946411
472	0.02212516083
473	0.02205120498
474	0.02196195312
475	0.02192151945
476	0.02181909873
477	0.02175651962
478	0.02173975764
479	0.02165217027
480	0.02162376035
481	0.02154076055
482	0.02144231406
483	0.02142799831
484	0.02137005994
485	0.02128415303
486	0.02120148471
487	0.02113849257
488	0.02108374493
489	0.02102462953
490	0.02094359912
491	0.02087384972
492	0.0207888114
493	0.02070604558
494	0.02067146869
495	0.02059042764
496	0.02049441852
497	0.02041037109
498	0.02035510584
499	0.0203379592
976
499	0.01936172459
